X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,Y
5,1898,87,18,0,20,0,NaN,0,17964,1173,13,2,169,5,9,13,17964,19,3071,91,12,NaN,85,48,NaN,65,100,10,195,0,46,5906,7,0,0,0,91,NaN,25776,127,58,33,2,347,3,0,139000,NaN,18,0,3021,41,11,0,0,68,15,274365,119,0,23930,655,0,228,655,14,89,1151,6,0,0,1
10,3028,206,15,0,1000,0,NaN,6,15290,1979,15,3,154,4,13,15,0,17,5027,92,16,NaN,23,2,NaN,73,100,9,292,0,29,11304,10,0,0,8,122,NaN,21872,261,89,37,2,3,5,6,117100,NaN,19,0,4037,41,64,0,0,24,14,361748,1,0,73,675,3494,2,675,41,71,844,5,0,0,0
10,527,6169,7,0,3000,0,NaN,0,3417,406,9,0,155,3,7,9,3417,10,933,88,NaN,NaN,NaN,14,NaN,40,43,2,57,0,32,0,NaN,0,0,1,96,NaN,14453,71,26,19,2,32,5,0,91122,NaN,34,0,2847,24,415,0,0,89,5,65976,13,0,2849,610,5689,19,516,1028,70,368,6,0,0,0
6,442,50,13,NaN,10000,0,NaN,0,21600,233,12,3,124,4,7,12,9800,13,682,68,52,NaN,2,3,NaN,66,100,6,52,NaN,9,774,8,NaN,NaN,0,41,NaN,12168,69,77,19,1,7,3,0,66000,NaN,32,NaN,7333,19,NaN,0,NaN,33,11,40540,4,1,232,89,-8877,3,165,10,59,882,5,NaN,NaN,1
1,1337,220,12,0,5000,0,NaN,2,14100,2053,12,2,182,3,10,12,14100,15,3390,92,30,NaN,6,46,NaN,65,100,6,75,0,20,0,8,0,0,6,85,NaN,16628,161,52,14,2,510,2,2,97000,0,10,0,4850,23,35,1,0,59,12,204041,282,1,30546,192,1524,228,192,36,60,574,6,0,0,0
11,1343,5680,10,0,10,0,NaN,5,10345,459,23,2,161,5,12,23,10345,11,1802,84,9,NaN,15,95,NaN,72,100,9,432,0,15,4548,7,0,0,8,133,NaN,13200,179,177,27,2,224,4,5,75000,NaN,21,0,5000,39,886,0,0,50,9,127610,30,0,11390,774,-5769,194,774,946,70,1445,6,0,0,0
1,478,6950,9,0,2000,0,NaN,3,0,377,9,3,137,3,14,9,0,11,855,75,18,NaN,7,28,NaN,69,93,6,74,0,73,0,10,0,0,3,36,NaN,21308,59,18,21,1,110,2,3,139000,3,48,0,1904,27,1558,0,0,60,8,74823,39,0,6709,418,7428,71,418,1390,87,533,6,0,0,0
2,2197,333,14,NaN,5000,0,NaN,2,NaN,780,12,2,168,3,20,12,7940,22,2985,92,33,NaN,174,173,NaN,56,80,9,470,NaN,7,NaN,18,NaN,NaN,6,228,NaN,NaN,309,160,54,2,338,2,2,51000,6,10,NaN,7285,85,47,0,NaN,26,10,107422,71,0,8976,785,2984,267,785,55,35,10341,0,NaN,NaN,0
11,397,15,12,0,9980,0,NaN,0,5870,286,8,2,136,3,18,6,5870,13,683,88,24,NaN,0,16,NaN,93,100,1,34,0,27,7866,22,0,0,1,20,NaN,18036,23,28,18,1,102,5,0,117000,NaN,1,0,4333,27,1,0,0,56,5,45255,44,0,5788,273,9029,58,273,5,66,70,6,0,0,0
5,2482,23242,16,0,9980,0,NaN,2,28267,1956,9,3,180,5,16,9,27403,25,4442,91,45,NaN,21,110,NaN,75,70,8,381,0,41,2432,18,0,0,4,167,NaN,29696,348,78,50,3,875,2,2,196000,8,14,0,4780,74,4599,0,0,31,12,169368,365,0,27446,539,12781,510,539,3873,38,804,6,0,0,0
10,113,142,NaN,0,5000,NaN,NaN,NaN,11042,180,13,3,110,2,NaN,13,11042,NaN,341,39,NaN,NaN,NaN,0,NaN,NaN,100,NaN,NaN,0,19,366,NaN,0,0,NaN,2,NaN,7075,15,11,NaN,1,87,5,NaN,36000,NaN,NaN,0,1894,NaN,17,1,0,249,NaN,43478,NaN,NaN,21734,NaN,0,NaN,NaN,23,127,NaN,6,0,0,1
9,1405,4356,14,0,6,0,NaN,6,806,1196,9,2,156,3,6,9,806,14,2603,92,21,NaN,2,30,NaN,82,100,14,165,0,40,0,21,0,0,9,90,NaN,17890,164,22,18,2,53,3,6,109000,NaN,52,0,2725,19,80,0,0,28,14,88502,23,0,1491,336,3992,30,336,726,34,350,6,0,0,0
2,67,25,13,NaN,1000,0,NaN,0,3558,32,3,1,151,5,NaN,3,2692,13,1250,85,NaN,NaN,NaN,0,NaN,NaN,74,3,NaN,NaN,6,722,NaN,NaN,NaN,1,4,NaN,3206,23,44,57,0,111,5,0,40000,NaN,43,NaN,6666,57,1,0,NaN,64,8,58527,NaN,NaN,7149,87,NaN,NaN,87,5,46,63,5,NaN,NaN,0
7,369,NaN,8,0,60000,0,NaN,3,21609,298,17,2,161,NaN,16,17,21669,10,669,79,13,NaN,30,15,NaN,63,55,6,48,0,30,12717,13,0,0,6,32,NaN,21302,56,NaN,9,1,121,2,3,338534,1,21,0,11284,11,NaN,0,0,55,8,61851,43,0,6712,864,41161,78,864,NaN,92,195,6,0,0,1
6,1877,150,13,NaN,NaN,0,NaN,0,10530,1627,15,2,147,3,8,15,4140,13,3504,82,9,NaN,19,25,0,35,100,5,35,0,0,NaN,6,NaN,0,4,196,0,12648,145,18,16,1,111,5,0,NaN,NaN,20,0,NaN,16,15,0,NaN,51,8,175681,51,0,5764,296,6090,60,296,25,50,48,5,0,NaN,0
0,722,235,9,NaN,10000,0,NaN,2,34963,256,16,0,169,5,12,16,8990,14,978,86,NaN,NaN,NaN,71,NaN,NaN,32,2,202,NaN,10,739,NaN,NaN,NaN,2,118,NaN,11042,123,43,12,2,164,4,2,72000,NaN,9,NaN,7200,23,8,0,NaN,100,7,79452,33,0,16525,542,NaN,131,542,39,81,962,5,NaN,NaN,1
4,490,364,NaN,0,5000,NaN,NaN,NaN,9554,956,12,2,160,4,NaN,12,9554,NaN,1446,89,NaN,NaN,NaN,11,NaN,NaN,51,NaN,NaN,0,45,4715,NaN,0,0,NaN,71,NaN,22644,67,167,NaN,3,89,4,NaN,135500,NaN,NaN,0,3011,NaN,7,1,0,141,NaN,286539,58,1,12604,NaN,768,31,NaN,60,198,NaN,6,0,0,0
2,1100,125,19,0,NaN,0,NaN,0,34300,1020,11,0,175,NaN,9,11,NaN,30,2120,92,NaN,NaN,NaN,38,NaN,61,32,3,0,0,0,15148,NaN,0,0,0,63,NaN,43577,167,NaN,30,3,474,4,0,NaN,NaN,38,0,NaN,45,57,0,0,53,14,102077,215,0,25297,159,9947,259,159,20,48,107,5,0,0,1
0,277,3098,NaN,0,40,NaN,NaN,NaN,10941,222,16,2,136,2,NaN,2,NaN,NaN,499,72,NaN,NaN,NaN,9,NaN,NaN,84,NaN,NaN,0,25,NaN,NaN,0,0,NaN,35,NaN,15569,37,23,NaN,1,20,4,NaN,193000,NaN,NaN,0,7720,NaN,201,0,0,78,NaN,50604,11,1,1573,NaN,10103,9,NaN,516,101,NaN,5,0,0,0
7,550,170,6,0,998,0,NaN,2,6170,737,31,2,177,NaN,11,31,6170,7,2739,91,14,NaN,3,12,NaN,52,50,4,32,0,34,1090,9,0,0,4,65,NaN,10024,48,32,9,2,501,1,2,54000,1,44,0,1588,10,7,1,0,94,5,354227,140,1,47481,106,733,94,106,28,129,33,6,0,0,1
6,2801,1281,16,NaN,10000,0,NaN,0,20330,1188,15,2,159,4,11,15,19900,16,3989,87,19,NaN,20,84,NaN,55,76,3,100,NaN,9,689,13,NaN,NaN,0,123,NaN,20004,208,15,19,2,265,3,0,120000,10,17,NaN,13333,19,197,0,NaN,114,6,479420,71,0,30372,344,5970,194,500,213,120,909,5,NaN,NaN,0
0,719,364,8,0,3000,0,NaN,1,7670,469,16,2,175,1,12,18,0,14,1188,86,29,NaN,15,51,NaN,63,100,3,103,0,20,1242,19,0,0,3,55,NaN,16721,162,15,13,1,203,3,1,80000,NaN,23,0,4000,25,70,0,0,30,7,62766,33,0,6114,348,1535,170,348,60,52,243,5,0,0,1
2,510,15354,42,0,3000,0,NaN,7,5670,150,20,2,136,3,10,20,5670,44,660,56,98,NaN,64,30,NaN,48,100,27,130,0,24,100,47,0,0,17,18,NaN,5956,152,51,111,0,64,2,12,36100,2,28,0,1504,123,2411,0,0,20,34,22210,9,0,1327,568,-532,55,568,2559,33,289,6,0,0,1
8,52,265,1,0,9980,NaN,NaN,0,0,34,18,2,40,0,19,4,0,1,86,26,NaN,NaN,NaN,1,NaN,34,100,1,11,0,7,0,NaN,0,0,0,4,NaN,6157,23,3,6,1,1,4,0,102000,NaN,NaN,0,14571,6,92,0,0,7,1,10417,0,0,7,66,8213,1,468,66,121,NaN,5,0,0,0
3,584,4215,4,0,25000,0,NaN,1,21720,235,2,2,153,4,10,2,21720,9,819,84,8,NaN,67,25,NaN,93,100,2,189,0,19,11059,0,0,0,1,69,NaN,25388,121,76,6,1,90,5,1,149000,8,10,0,7842,13,701,0,0,41,3,60876,17,0,3717,663,2298,73,663,702,74,3594,6,0,0,0
7,604,27,27,0,1000,0,NaN,2,6250,532,11,2,175,NaN,17,9,NaN,27,1136,92,32,NaN,19,26,NaN,79,100,12,102,0,9,3900,30,0,0,9,27,NaN,6272,118,NaN,42,1,282,3,2,18000,13,40,0,2000,44,3,0,0,59,27,65111,105,0,16657,389,NaN,177,389,5,57,351,5,0,0,1
3,2635,4463,17,0,4990,0,NaN,1,51858,1894,28,0,128,5,14,28,18980,20,4531,74,NaN,NaN,NaN,54,NaN,73,29,12,419,0,42,29592,NaN,0,0,3,240,NaN,47217,404,92,21,4,124,4,1,254000,NaN,6,0,6047,28,85,0,0,80,16,363049,48,0,9948,735,1627,76,735,743,80,4046,6,0,0,0
9,188,2159,2,0,100,0,NaN,0,4740,127,11,2,98,2,12,9,4740,6,315,51,11,NaN,9,7,NaN,62,100,1,14,0,21,0,2,0,0,0,8,NaN,14241,17,29,6,1,13,4,0,86100,1,55,0,4100,12,135,0,0,28,1,13615,5,0,375,397,7813,8,397,359,43,41,6,0,0,0
11,1419,14310,18,0,2994,0,NaN,4,7098,775,9,2,158,3,13,9,7098,20,2194,91,32,NaN,62,66,NaN,93,100,12,344,0,62,5514,19,0,0,6,197,NaN,21439,248,57,35,3,166,2,5,141000,13,11,0,2274,40,1650,0,0,34,16,133959,28,0,5800,471,2588,138,471,2385,61,1976,6,0,0,0
4,697,106,1,0,9980,0,NaN,1,13900,619,16,0,98,NaN,NaN,16,13900,1,1526,91,NaN,NaN,NaN,1,NaN,NaN,10,1,NaN,0,25,717,NaN,0,0,1,54,NaN,12076,51,9,1,4,593,3,1,122500,NaN,99,0,4900,1,45,0,0,53,1,79047,252,0,31637,6,3241,261,6,21,51,0,6,0,0,1
4,375,54,2,0,NaN,0,NaN,0,52482,507,11,0,98,3,4,11,52482,3,882,82,NaN,NaN,NaN,9,NaN,NaN,30,2,5,0,0,0,NaN,0,0,0,64,NaN,38577,40,10,2,1,49,6,0,NaN,NaN,59,0,NaN,3,6,1,0,143,2,110685,27,1,7048,105,-3582,22,147,13,125,53,6,0,0,0
NaN,1496,505,13,0,3000,0,NaN,1,0,716,13,NaN,162,5,NaN,18,24117,14,2212,89,NaN,NaN,NaN,50,NaN,NaN,NaN,7,NaN,0,23,44560,NaN,0,0,3,144,NaN,40676,138,104,20,3,178,NaN,1,253000,NaN,8,0,11000,22,56,0,0,115,12,217155,64,0,20613,441,-12127,114,441,84,98,753,6,0,0,0
9,171,38,NaN,0,4990,NaN,NaN,NaN,1500,70,9,2,96,4,NaN,13,1500,NaN,241,64,NaN,NaN,NaN,4,NaN,NaN,100,NaN,NaN,0,65,436,NaN,0,0,NaN,22,NaN,19709,38,58,NaN,0,9,3,NaN,108400,NaN,NaN,0,1667,NaN,16,0,0,31,NaN,15183,1,0,285,NaN,0,8,NaN,9,63,NaN,6,0,0,1
1,577,116,NaN,0,6,NaN,NaN,NaN,26268,598,16,2,170,3,NaN,16,26268,NaN,1386,86,NaN,NaN,NaN,24,NaN,NaN,91,NaN,NaN,0,35,3831,NaN,0,0,NaN,14,NaN,18964,32,42,NaN,1,176,5,NaN,84000,NaN,NaN,0,2400,NaN,18,1,0,108,NaN,130833,62,0,19166,NaN,-4575,98,NaN,19,94,NaN,6,0,0,1
6,258,293,14,0,1000,0,NaN,2,5204,312,15,2,125,3,15,15,5204,14,570,80,38,NaN,2,12,NaN,48,89,11,75,0,30,812,30,0,0,4,38,NaN,9308,40,37,20,1,58,3,2,56000,5,23,0,1866,23,21,1,0,94,13,62045,20,0,5455,705,-196,38,705,48,108,784,6,0,0,1
1,1506,71,5,0,6,0,NaN,2,15180,1119,27,2,170,5,13,27,15180,6,2625,89,31,NaN,30,56,NaN,82,48,5,80,0,56,3504,18,0,0,2,163,NaN,18460,139,35,7,2,211,1,2,114000,5,12,0,2035,8,9,0,0,53,5,277382,46,0,11362,915,894,165,915,11,105,173,6,0,0,1
8,804,3410,17,0,20000,0,NaN,3,17040,397,20,2,172,4,11,20,17040,24,1201,89,NaN,NaN,NaN,30,NaN,53,100,9,57,0,21,718,NaN,0,0,6,33,NaN,22153,51,23,23,0,149,4,3,131000,NaN,26,0,6238,31,656,0,0,38,15,56275,44,0,5772,465,-5640,105,465,568,46,2274,6,0,0,0
0,1379,100,1,0,20,0,NaN,1,13657,2722,16,2,162,5,14,16,13657,1,4101,88,1,NaN,0,39,NaN,18,100,1,47,0,42,4405,1,0,0,1,88,NaN,33903,105,53,1,2,223,3,1,203344,NaN,14,0,4841,1,5,1,0,73,1,340938,159,2,16404,375,-845,64,375,16,83,138,6,0,0,1
8,1665,132,19,NaN,20000,0,NaN,7,0,2429,19,2,176,5,NaN,16,19800,26,4094,91,NaN,NaN,NaN,77,NaN,NaN,100,14,NaN,NaN,6,775,NaN,NaN,NaN,9,99,NaN,0,128,75,41,2,408,5,8,94000,NaN,11,NaN,15666,58,16,1,NaN,110,18,410735,231,1,44930,539,3785,177,539,22,100,299,5,NaN,NaN,1
9,677,5036,18,0,9980,0,NaN,1,5045,548,23,0,164,1,10,23,5045,20,1225,90,NaN,NaN,NaN,15,NaN,NaN,30,9,100,0,19,1272,NaN,0,0,2,56,NaN,9219,69,45,23,2,238,6,1,53000,NaN,50,0,2789,28,1076,0,0,60,16,73300,106,0,14452,127,1739,132,127,839,59,109,6,0,0,1
8,2030,2323,14,0,5000,0,NaN,0,11770,2000,22,2,174,5,11,22,11770,22,4044,91,41,NaN,18,52,NaN,73,87,6,283,0,37,4559,10,0,0,3,109,NaN,21444,272,103,41,2,444,2,0,179000,5,18,0,4837,68,139,0,0,37,10,179382,170,0,16791,357,2829,270,357,387,44,1028,6,0,0,1
9,1627,968,10,0,19960,0,NaN,2,12000,1876,4,2,159,4,13,4,12000,13,3504,89,21,NaN,29,80,NaN,89,93,7,121,0,11,3505,7,0,0,2,119,NaN,11949,136,90,13,3,245,2,2,65000,21,19,0,5909,26,28,1,0,52,8,192895,104,0,12800,641,2276,140,641,161,55,104,6,0,0,0
9,290,62,9,0,NaN,0,NaN,1,7975,651,20,2,114,NaN,4,14,10138,9,941,81,19,NaN,2,9,NaN,26,100,9,13,0,0,NaN,19,0,0,4,23,NaN,7343,54,4,10,1,44,3,1,NaN,0,90,0,NaN,10,4,2,0,65,9,53288,27,1,2864,23,31,17,171,10,56,2,5,0,0,1
4,4578,7733,2,0,3,0,NaN,0,13840,3883,20,2,162,5,8,20,13840,3,8501,89,3,NaN,66,1,NaN,55,100,0,367,0,33,794,0,0,0,0,97,NaN,27736,249,121,2,1,517,3,0,128000,4,28,0,3878,4,466,0,0,109,1,513011,247,0,56377,414,-26568,270,414,1288,60,153,6,0,0,0
NaN,1757,289,12,0,NaN,0,NaN,4,24700,3029,14,0,160,NaN,NaN,14,25143,12,4786,91,NaN,NaN,NaN,44,NaN,NaN,20,10,NaN,0,0,NaN,NaN,0,0,9,187,NaN,27088,114,161,19,6,840,5,4,NaN,NaN,5,0,NaN,22,28,1,0,116,10,617000,460,1,97916,437,335,380,437,57,128,201,6,0,0,1
6,1193,469,11,NaN,10000,0,NaN,0,21034,819,17,2,160,5,18,17,21390,11,2012,91,15,NaN,0,35,NaN,87,73,9,41,NaN,16,809,15,NaN,NaN,2,65,NaN,21613,96,45,13,2,162,2,0,112000,14,40,NaN,7000,13,52,0,NaN,46,11,108974,24,0,7545,48,2666,138,48,78,54,29,5,NaN,NaN,1
9,1048,466,4,0,3000,0,NaN,0,0,747,28,0,176,3,10,18,11021,8,1795,88,NaN,NaN,NaN,35,NaN,NaN,19,1,72,0,33,9627,NaN,0,0,1,28,NaN,14798,72,36,4,1,232,3,0,142000,NaN,17,0,4303,8,117,0,0,103,1,182435,82,0,24066,371,1309,150,371,77,101,7675,6,0,0,0
8,810,16,11,NaN,20000,0,NaN,1,18000,578,17,2,159,3,11,17,20400,12,1388,89,19,NaN,1,17,NaN,83,100,6,41,NaN,11,731,17,NaN,NaN,4,27,NaN,19628,77,49,19,1,68,6,1,145000,NaN,41,NaN,13181,21,NaN,0,NaN,79,11,141178,25,0,5415,202,4219,43,202,5,101,112,5,NaN,NaN,0
NaN,753,1032,14,0,4990,0,NaN,7,7074,150,28,1,80,3,NaN,28,7074,19,905,38,NaN,NaN,NaN,3,NaN,NaN,75,10,NaN,0,15,4465,NaN,0,0,7,70,NaN,7625,57,88,19,3,168,5,8,37000,NaN,25,0,2466,31,201,0,0,62,10,72946,21,0,10427,457,5686,147,457,172,80,97,6,0,0,1
11,210,24,16,NaN,3000,0,NaN,4,0,222,3,0,139,0,8,3,3678,16,432,77,NaN,NaN,NaN,8,NaN,31,31,9,15,NaN,11,710,NaN,NaN,NaN,5,19,NaN,0,15,9,22,2,44,4,4,34000,NaN,50,NaN,3090,24,NaN,1,NaN,57,12,23110,22,1,2529,134,5124,22,134,4,53,39,5,NaN,NaN,1
4,253,2513,9,0,3000,0,NaN,7,12316,219,9,0,160,3,14,9,12316,9,895,80,NaN,NaN,NaN,0,NaN,NaN,26,8,52,0,25,1151,NaN,0,0,8,37,NaN,11174,59,33,14,2,271,4,7,69000,NaN,37,0,2760,14,789,0,0,70,9,68631,110,0,19074,229,2166,161,229,418,76,43,6,0,0,1
0,1531,200,26,NaN,10000,0,NaN,5,13000,876,20,2,159,5,11,20,11600,29,2407,91,43,NaN,138,64,NaN,82,100,13,343,NaN,12,819,15,NaN,NaN,8,119,NaN,13528,334,94,74,3,210,4,8,65000,NaN,22,NaN,5416,92,24,0,NaN,54,25,194871,54,0,11450,399,-5065,156,399,33,80,2065,5,NaN,NaN,0
8,796,3971,8,0,20,0,NaN,0,4307,714,6,4,146,3,12,9,4307,9,1513,86,28,NaN,11,30,NaN,90,100,3,196,0,32,460,12,0,0,2,65,NaN,15649,143,82,14,1,61,4,0,100500,5,25,0,3140,16,236,0,0,98,4,174436,22,0,6001,289,7048,39,289,661,115,783,6,0,0,0
1,3218,308,8,0,10000,0,NaN,1,17430,2621,3,2,173,NaN,11,22,14253,11,5839,88,6,NaN,10,75,NaN,52,88,3,1,0,5,448,3,0,0,2,57,NaN,18378,108,35,18,2,480,2,1,53000,2,12,0,10600,22,12,0,0,74,8,449786,136,0,35694,413,0,344,413,51,77,1139,5,0,0,0
11,60,675,2,0,5000,0,NaN,0,29680,31,10,5,35,NaN,10,10,29680,4,91,17,9,NaN,3,1,NaN,44,100,2,17,0,20,40366,9,0,0,1,5,NaN,31276,23,128,3,1,36,5,0,196000,3,1,0,9800,6,496,0,0,87,2,8160,11,0,3159,1144,-257,25,1144,135,89,4145,6,0,0,0
7,1725,126,NaN,0,5000,NaN,NaN,NaN,15010,1730,14,2,164,3,14,14,15010,NaN,3457,76,3,NaN,15,44,NaN,52,96,NaN,78,0,40,0,3,0,0,NaN,86,NaN,30832,87,8,NaN,1,365,3,NaN,114000,1,NaN,0,2850,NaN,12,1,0,64,NaN,204542,230,1,23655,NaN,1979,135,NaN,21,59,NaN,6,0,0,1
1,1082,865,6,0,7000,0,NaN,1,7233,1080,21,NaN,159,0,9,10,7233,7,2170,91,NaN,NaN,NaN,35,NaN,25,NaN,4,63,0,20,0,NaN,0,0,4,34,NaN,13192,78,5,6,3,152,NaN,1,73500,NaN,10,0,3675,7,100,0,0,50,5,162787,78,1,7686,294,-5653,74,294,144,75,223,6,0,0,1
6,812,2391,2,0,10,0,NaN,0,18760,594,15,2,160,4,9,20,18760,2,1406,91,0,NaN,1,32,NaN,64,23,2,80,0,21,2848,0,0,0,0,51,NaN,21193,60,21,3,1,123,3,0,73800,1,32,0,3514,3,176,0,0,67,2,103145,41,0,8350,393,7408,82,567,398,73,128,6,0,0,0
9,913,1994,8,0,1000,0,NaN,2,18989,346,10,0,171,3,8,10,21159,14,1259,90,NaN,NaN,NaN,18,NaN,58,20,3,50,0,39,765,NaN,0,0,2,46,NaN,12309,96,123,16,1,328,3,2,112500,NaN,32,0,2884,24,466,0,0,62,8,81550,111,0,20351,246,5541,217,246,332,64,177,6,0,0,1
10,814,177,4,NaN,2000,0,NaN,2,9520,878,16,2,152,2,12,16,1957,11,1692,90,NaN,NaN,NaN,16,NaN,42,100,2,31,NaN,10,672,NaN,NaN,NaN,2,32,NaN,9004,55,10,4,1,30,4,2,47000,NaN,27,NaN,4700,11,3,1,NaN,100,4,119997,11,0,3021,140,1085,19,449,29,70,52,5,NaN,NaN,1
8,719,33,2,0,5000,0,NaN,1,0,673,18,0,174,5,17,18,0,2,1392,90,NaN,NaN,NaN,23,NaN,50,16,2,23,0,16,8062,NaN,0,0,1,29,NaN,23375,38,41,3,0,278,3,1,146000,NaN,25,0,9125,3,21,0,0,64,2,107503,139,1,17868,729,2583,139,729,5,77,38,6,0,0,1
11,802,23,0,NaN,10000,0,NaN,0,31500,551,9,0,151,5,11,9,74710,1,1353,87,NaN,NaN,NaN,28,NaN,100,31,0,124,NaN,19,768,NaN,NaN,NaN,0,25,NaN,33451,72,68,0,1,76,5,0,260000,NaN,88,NaN,13684,1,1,0,NaN,128,0,128931,26,0,9769,94,5300,50,485,3,95,3,5,NaN,NaN,0
1,1115,762,25,0,NaN,0,NaN,4,45416,2975,20,2,177,NaN,NaN,18,0,26,4090,92,NaN,NaN,NaN,58,NaN,NaN,100,10,NaN,0,0,11934,NaN,0,0,6,147,NaN,53506,156,27,49,3,589,5,4,NaN,NaN,9,0,NaN,56,108,2,0,87,18,217363,313,1,51828,184,2127,276,184,127,53,487,5,0,0,1
7,983,1300,21,NaN,10000,0,NaN,8,4940,285,14,3,145,3,12,14,4910,27,1268,76,72,NaN,41,24,NaN,83,100,13,89,NaN,5,855,57,NaN,NaN,11,15,NaN,5368,86,149,93,1,34,3,11,40000,19,39,NaN,8000,132,22,0,NaN,49,21,86820,4,0,1695,308,7997,30,308,216,68,245,5,NaN,NaN,0
9,1055,213,7,NaN,5000,0,NaN,1,0,733,21,0,158,5,NaN,18,15100,22,1788,91,NaN,NaN,NaN,14,NaN,NaN,16,2,NaN,NaN,22,802,NaN,NaN,NaN,1,39,NaN,140,76,59,11,2,59,3,1,261788,NaN,19,NaN,11899,35,6,0,NaN,52,3,202623,24,0,3072,718,2283,35,718,35,113,521,5,NaN,NaN,1
4,1527,3560,15,0,NaN,0,NaN,1,5772,1016,14,3,175,NaN,19,14,5772,19,2543,91,84,NaN,9,60,NaN,80,100,9,102,0,0,NaN,61,0,0,8,120,NaN,10878,115,51,40,2,333,3,1,NaN,9,23,0,NaN,45,737,0,0,43,15,137989,124,0,14469,172,5827,209,172,593,54,752,6,0,0,0
3,1664,86,10,0,NaN,0,NaN,0,15582,1442,14,0,143,NaN,12,14,7154,14,3106,75,NaN,NaN,NaN,60,NaN,NaN,46,0,174,0,0,NaN,NaN,0,0,0,103,NaN,15528,137,40,13,0,339,5,0,NaN,NaN,13,0,NaN,32,14,0,0,75,5,215610,144,0,25484,350,5428,195,350,14,69,317,6,0,0,0
8,951,38,10,3145728,23210,0,NaN,2,0,490,18,2,170,4,11,18,0,18,1441,90,9,NaN,29,18,NaN,87,84,2,51,12120,45,7338,4,42000,8292,2,66,NaN,22998,81,22,12,2,286,2,2,482337,NaN,25,0,10718,28,1,0,33600,93,2,131884,85,0,26714,179,0,201,180,6,91,890,5,0,2516582,1
5,1885,281,2,0,20000,0,NaN,1,19400,1300,12,2,154,3,9,12,19400,3,3185,92,2,NaN,31,1,NaN,63,100,2,165,0,6,4889,0,0,0,2,110,NaN,20377,188,51,16,3,2,4,1,90000,NaN,15,0,15000,32,70,0,0,91,2,205493,1,1,182,983,NaN,1,983,56,64,894,5,0,0,0
10,402,4078,2,0,3,0,NaN,0,19010,307,20,1,150,5,11,20,19010,6,709,77,NaN,NaN,NaN,23,NaN,NaN,65,1,29,0,20,37960,NaN,0,0,1,30,NaN,23363,52,46,2,1,121,6,0,167000,NaN,38,0,8350,7,975,0,0,105,2,45218,32,0,12730,373,2780,89,373,815,63,1168,6,0,0,0
3,460,9935,12,0,10000,0,NaN,5,11625,464,9,1,172,3,19,9,11625,12,924,88,NaN,NaN,NaN,28,NaN,NaN,71,11,72,0,9,1844,NaN,0,0,9,55,NaN,14640,43,88,26,2,140,6,5,80000,NaN,20,0,8888,27,2667,1,0,49,12,56416,66,0,6961,476,1933,74,476,1655,61,67,6,0,0,0
9,569,1044,5,0,5000,0,NaN,0,11015,281,10,2,160,NaN,NaN,10,11015,5,850,90,NaN,NaN,NaN,21,NaN,NaN,78,2,NaN,0,34,5031,NaN,0,0,0,42,NaN,21506,55,52,7,1,64,3,0,141000,NaN,27,0,4147,7,102,0,0,126,4,103933,16,0,8107,411,-1062,48,411,174,122,229,6,0,0,0
11,1730,244,13,0,4000,0,NaN,3,6770,1793,12,2,181,3,16,12,6770,14,3523,92,14,NaN,16,32,NaN,89,95,9,222,0,7,1752,9,0,0,7,74,NaN,8137,225,78,27,2,833,3,3,54000,12,31,0,7714,34,27,1,0,78,10,308576,335,0,65093,266,13691,498,266,40,87,223,6,0,0,0
2,973,197,2,0,40,0,NaN,1,20960,726,9,2,173,4,11,27,20960,5,1699,88,2,NaN,69,40,NaN,73,100,1,96,0,26,35476,1,0,0,1,26,NaN,24084,84,71,7,1,189,3,1,140000,NaN,30,0,5384,14,18,0,0,82,1,155139,76,0,15637,332,794,113,332,32,91,42,6,0,0,0
0,256,202,4,0,1000,0,NaN,0,387,212,15,3,121,4,16,15,387,4,468,77,7,NaN,0,4,NaN,38,72,1,37,0,12,7213,7,0,0,1,22,NaN,9901,46,86,6,1,7,1,0,59100,NaN,70,0,4925,7,44,0,0,31,4,59250,3,0,221,106,-6470,4,106,40,126,115,6,0,0,0
5,484,46,6,0,2,NaN,NaN,0,8977,480,13,2,132,0,4,13,8977,6,964,92,13,NaN,0,10,NaN,52,100,6,25,0,14,0,13,0,0,3,49,NaN,17794,90,4,8,4,197,7,0,56000,NaN,NaN,0,4000,8,23,0,0,144,6,198798,76,0,28520,28,0,121,28,9,206,NaN,5,0,0,0
2,2167,377,6,0,19900,0,NaN,1,0,2184,18,2,174,5,13,18,39329,10,4351,92,NaN,NaN,NaN,63,NaN,45,65,1,92,0,21,267,NaN,0,0,1,103,NaN,41140,127,139,6,2,421,5,1,238900,NaN,10,0,11376,14,35,1,0,125,4,501259,225,1,52941,554,-3406,196,554,62,115,686,6,0,0,1
